permno,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,MKTCAPDAY0,ADJPRCDAY0
23393,1103,11,100,CHD,CHURCH & DWIGHT INC,CHD,325611,N,A,R,60001102,1421,1,2841,5,441,1,157,1976-12-30,2024-12-31,1976-12-30,2024-12-31,1976-12-30,2024-12-31,11466501.360000001,44.34
23473,912,11,100,CINF,CINCINNATI FINANCIAL CORP,CINF,524113,Q,A,R,60000911,1169,3,6330,6,321,1,1862,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,12459876.000000002,75.79
23536,21931,11,100,WEC,W E C ENERGY GROUP INC,WEC,221118,N,A,R,0,0,1,4911,11,486,1,0,1947-11-21,2024-12-31,1947-11-21,2024-12-31,1947-11-21,2024-12-31,18460438.330000002,58.49
23579,21743,11,100,TXT,TEXTRON INC,TXT,336411,N,A,R,0,0,1,3721,13,477,1,0,1947-12-22,2024-12-31,1947-12-22,2024-12-31,1947-12-22,2024-12-31,13307744.0,49.25
23660,6304,11,100,CTAS,CINTAS CORP,CTAS,315250,Q,A,R,60006279,7937,3,2320,8,298,1,1560,1983-08-19,2024-12-31,1983-08-19,2024-12-31,1983-08-19,2024-12-31,12218136.479999999,29.08
23712,21458,11,100,PEG,PUBLIC SERVICE ENTERPRISE GP INC,PEG,221118,N,A,R,0,0,1,4931,8,493,1,0,1948-03-31,2024-12-31,1948-03-31,2024-12-31,1948-03-31,2024-12-31,21950827.44,43.39
23819,20868,11,100,HAL,HALLIBURTON CO,HAL,213112,N,A,R,0,0,1,1389,6,474,1,0,1948-09-15,2024-12-31,1948-09-15,2024-12-31,1948-09-15,2024-12-31,48132687.36,55.68
23931,21300,11,100,XEL,X C E L ENERGY INC,XEL,221118,Q,A,R,60019606,26264,3,4911,11,460,1,124,1949-02-28,2024-12-31,1949-02-28,2024-12-31,1949-02-28,2024-12-31,20633050.86,40.62
24010,21201,11,100,ETR,ENTERGY CORP NEW,ETR,221118,N,A,R,0,0,1,4911,14,486,1,0,1949-05-31,2024-12-31,1949-05-31,2024-12-31,1949-05-31,2024-12-31,13065596.32,36.47
24053,21035,11,100,EVRG,EVERGY INC,EVRG,221118,Q,A,R,60076721,79426,3,4931,14,468,1,21,1949-07-22,2024-12-31,1949-07-22,2024-12-31,1949-07-22,2024-12-31,7968373.2,56.2
24109,20077,11,100,AEP,AMERICAN ELECTRIC POWER CO INC,AEP,221118,Q,A,R,60017770,23978,3,4911,10,481,1,85,1949-09-01,2024-12-31,1949-09-01,2024-12-31,1949-09-01,2024-12-31,30859845.119999997,62.76
24205,20684,11,100,NEE,NEXTERA ENERGY INC,NEE,221118,N,A,R,0,0,1,4911,11,472,1,0,1950-02-15,2024-12-31,1950-02-15,2024-12-31,1950-02-15,2024-12-31,55474056.96,29.68
24272,20222,11,100,ASH,ASHLAND INC 2022,ASH,424690,N,A,R,0,0,1,5169,20,496,1,0,1950-05-08,2024-12-31,1950-05-08,2024-12-31,1950-05-08,2024-12-31,3391566.978211823,54.51540639756679
24328,20662,11,100,EQT,E Q T CORP,EQT,211120,N,A,R,0,0,1,1311,11,473,1,0,1950-06-05,2024-12-31,1950-06-05,2024-12-31,1950-06-05,2024-12-31,5824260.423030353,33.71340501181047
24459,21411,11,100,PBI,PITNEY BOWES INC,PBI,561311,N,A,R,0,0,1,7361,9,480,1,0,1950-09-18,2024-12-31,1950-09-18,2024-12-31,1950-09-18,2024-12-31,2946137.7399999998,15.86
24643,20060,11,100,HWM,HOWMET AEROSPACE INC,HWM,331318,N,A,R,0,0,1,3355,11,480,1,0,1951-06-11,2024-12-31,1951-06-11,2024-12-31,1951-06-11,2024-12-31,8414392.82,19.19
24766,21303,11,100,NOC,NORTHROP GRUMMAN CORP,NOC,334511,N,A,R,0,0,1,3812,8,478,1,0,1951-12-10,2024-12-31,1951-12-10,2024-12-31,1951-12-10,2024-12-31,41402181.18,234.89
24985,21808,11,100,AEE,AMEREN CORP,AEE,221118,N,A,R,0,0,1,4911,9,479,1,0,1952-12-15,2024-12-31,1952-12-15,2024-12-31,1952-12-15,2024-12-31,12709221.3,52.38
25081,1261,11,100,CMA,COMERICA INC,CMA,522110,N,A,R,60001260,1617,1,6021,8,453,1,124,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,11879256.479999999,68.96
25232,21332,11,100,OKE,ONEOK INC NEW,OKE,221210,N,A,R,0,0,1,4924,10,476,1,0,1954-05-24,2024-12-31,1954-05-24,2024-12-31,1954-05-24,2024-12-31,12368167.5,58.75
25320,20384,11,100,CPB,CAMPBELLS CO,CPB,311412,Q,A,R,60018300,24659,3,2000,9,468,1,5,1954-12-13,2024-12-31,1954-12-13,2024-12-31,1954-12-13,2024-12-31,18619633.28,60.64
25419,21916,11,100,WHR,WHIRLPOOL CORP,WHR,335220,N,A,R,0,0,1,3639,8,471,1,0,1955-01-03,2024-12-31,1955-01-03,2024-12-31,1955-01-03,2024-12-31,13739505.68892,182.92999
25487,6391,11,100,CAR,AVIS BUDGET GROUP INC,CAR,532111,Q,A,R,60062503,53938,3,6531,13,397,1,498,1983-09-14,2024-12-31,1983-09-14,2024-12-31,1983-09-14,2024-12-31,3222420.0,37.47
25582,20883,11,100,LHX,L3HARRIS TECHNOLOGIES INC,LHX,334511,N,A,R,0,0,1,3812,10,471,1,0,1955-07-13,2024-12-31,1955-07-13,2024-12-31,1955-07-13,2024-12-31,12765733.44,102.72
25785,20750,11,100,F,FORD MOTOR CO DEL,F,336110,N,A,R,0,0,1,3711,8,448,1,0,1956-03-07,2024-12-31,1956-03-07,2024-12-31,1956-03-07,2024-12-31,49137045.17,12.59
25953,20596,11,100,DOV,DOVER CORP,DOV,333415,N,A,R,0,0,1,3585,9,467,1,0,1956-12-03,2024-12-31,1956-12-03,2024-12-31,1956-12-03,2024-12-31,9377050.399319448,60.361966432048554
26403,20587,11,100,DIS,DISNEY WALT CO,DIS,713110,N,A,R,0,0,1,7996,13,486,1,0,1957-11-12,2024-12-31,1957-11-12,2024-12-31,1957-11-12,2024-12-31,168822182.88,106.08
26607,4255,11,100,BH,BIGLARI HOLDINGS INC,BH,551112,N,A,R,60004254,5399,1,6719,17,431,1,144,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,990072.30933,478.98999
26710,21111,11,100,L,LOEWS CORP,L,524126,N,A,R,0,0,1,6331,13,462,1,0,1959-03-09,2024-12-31,1959-03-09,2024-12-31,1959-03-09,2024-12-31,15904464.8,47.2
26825,21041,11,100,K,KELLANOVA,K,311211,N,A,R,0,0,1,2041,7,457,1,0,1959-05-12,2024-12-31,1959-05-12,2024-12-31,1959-05-12,2024-12-31,24207034.462203275,68.9845811892201
27422,20462,11,100,CLF,CLEVELAND CLIFFS INC NEW,CLF,213114,N,A,R,0,0,1,1081,10,457,1,0,1960-07-27,2024-12-31,1960-07-27,2024-12-31,1960-07-27,2024-12-31,1985465.9999999998,8.61
27633,21541,11,100,R,RYDER SYSTEMS INC,R,532120,N,A,R,0,0,1,7513,9,468,1,0,1960-09-19,2024-12-31,1960-09-19,2024-12-31,1960-09-19,2024-12-31,4028813.8,75.35
27828,20908,11,100,HPQ,H P INC,HPQ,334111,N,A,R,0,0,1,3571,13,465,1,0,1961-03-17,2024-12-31,1961-03-17,2024-12-31,1961-03-17,2024-12-31,25325947.349999998,14.85
27887,20277,11,100,BAX,BAXTER INTERNATIONAL INC,BAX,339112,N,A,R,0,0,1,3841,11,471,1,0,1961-05-16,2024-12-31,1961-05-16,2024-12-31,1961-05-16,2024-12-31,24171804.799999997,44.44
27959,20608,11,100,DUK,DUKE ENERGY CORP NEW,DUK,221118,N,A,R,0,0,1,4911,13,474,1,0,1961-07-12,2024-12-31,1961-07-12,2024-12-31,1961-07-12,2024-12-31,53555970.0,77.73
27983,21945,11,100,XRX,XEROX HOLDINGS CORP,XRX,334118,Q,A,R,60020608,27523,3,3577,16,448,1,59,1961-07-11,2024-12-31,1961-07-11,2024-12-31,1961-07-11,2024-12-31,6984923.529999999,27.56
27991,21409,11,100,PNW,PINNACLE WEST CAPITAL CORP,PNW,221118,N,A,R,0,0,1,4911,9,467,1,0,1961-08-28,2024-12-31,1961-08-28,2024-12-31,1961-08-28,2024-12-31,8606179.92,77.32
28118,21247,11,100,NC,NACCO INDUSTRIES INC,NC,335210,N,A,R,0,0,1,3634,10,458,1,0,1961-09-13,2024-12-31,1961-09-13,2024-12-31,1961-09-13,2024-12-31,153547.5,29.5
28222,20030,11,100,APD,AIR PRODUCTS & CHEMICALS INC,APD,325612,N,A,R,0,0,1,2842,6,477,1,0,1961-11-13,2024-12-31,1961-11-13,2024-12-31,1961-11-13,2024-12-31,31180033.42566,143.39999
28345,21236,11,100,MUR,MURPHY OIL CORP,MUR,211120,N,A,R,0,0,1,1311,8,461,1,0,1962-01-02,2024-12-31,1962-01-02,2024-12-31,1962-01-02,2024-12-31,5446686.0,31.63
28484,20064,11,100,HES,HESS CORP,HES,324110,N,A,R,0,0,1,2911,13,481,1,0,1962-05-24,2024-12-31,1962-05-24,2024-12-31,1962-05-24,2024-12-31,19890131.22,62.82
28804,20035,11,100,ALK,ALASKA AIRGROUP INC,ALK,481111,N,A,R,0,0,1,4512,7,455,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,10848024.0,88.0
30681,1367,11,100,OMC,OMNICOM GROUP INC,OMC,541810,N,A,R,60001366,1752,1,7311,8,446,1,140,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,20066396.669999998,85.07
30940,1425,11,100,FLS,FLOWSERVE CORP,FLS,333996,N,A,R,60001424,1825,1,3594,8,418,1,260,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,6393452.52,49.01
32707,20902,11,100,HP,HELMERICH & PAYNE INC,HP,213111,N,A,R,0,0,1,1381,7,451,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,8520020.520000001,78.76
32803,20922,11,100,DINO,H F SINCLAIR CORP,DINO,424720,N,A,R,0,0,1,5172,13,450,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,5925776.4,33.57
32870,20932,11,100,HRL,HORMEL FOODS CORP,HRL,311611,N,A,R,0,0,1,2011,8,432,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,18661422.58,35.29
32942,20945,11,100,HUBB,HUBBELL INC,HUBB,335999,N,A,R,0,0,1,3699,11,441,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,6512197.48,117.64
32986,6748,11,100,ATO,ATMOS ENERGY CORP,ATO,221210,N,A,R,60006722,8613,1,4924,6,421,1,85,1983-12-28,2024-12-31,1983-12-28,2024-12-31,1983-12-28,2024-12-31,7834832.25,74.55
34032,21161,11,100,MAS,MASCO CORP,MAS,332913,N,A,R,0,0,1,3432,12,473,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,10581334.61,32.23
34746,1741,11,100,FITB,FIFTH THIRD BANCORP,FITB,522110,Q,A,R,60001740,2239,3,6711,3,297,1,1827,1975-04-23,2024-12-31,1975-04-23,2024-12-31,1975-04-23,2024-12-31,20300456.95,27.05
34817,21308,11,100,NUE,NUCOR CORP,NUE,332312,N,A,R,0,0,1,3441,9,455,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,18984890.85,59.61
34833,21322,11,100,OXY,OCCIDENTAL PETROLEUM CORP,OXY,211120,N,A,R,0,0,1,1311,8,468,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,55227866.76,72.27
35044,1620,11,100,RF,REGIONS FINANCIAL CORP NEW,RF,522110,N,A,R,60001619,2073,1,6022,8,385,1,714,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,17762969.25,14.43
35554,1689,11,100,MTB,M & T BANK CORP,MTB,522110,N,A,R,60001688,2159,1,6022,9,443,1,73,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,24302381.81049,156.74001
36003,21530,11,100,ROL,ROLLINS INC,ROL,561710,N,A,R,0,0,1,7342,6,455,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,7295126.700000001,14.884444444444446
36397,1856,11,100,FHN,FIRST HORIZON CORP,FHN,522110,N,A,R,60001855,2383,1,6021,9,407,1,520,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,4664700.0,20.0
36468,21609,11,100,SHW,SHERWIN WILLIAMS CO,SHW,325510,N,A,R,0,0,1,2851,12,463,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,25506963.24908,91.51333666666666
37584,6407,11,100,BEN,FRANKLIN RESOURCES INC,BEN,523940,N,A,R,60006382,8079,1,6282,12,435,1,95,1983-09-23,2024-12-31,1983-09-23,2024-12-31,1983-09-23,2024-12-31,23002514.639999997,40.44
38093,7094,11,100,AJG,GALLAGHER ARTHUR J & CO,AJG,524210,N,A,R,60007062,9122,1,6411,4,418,1,49,1984-06-20,2024-12-31,1984-06-20,2024-12-31,1984-06-20,2024-12-31,9304570.88,52.24
38156,21923,11,100,WMB,WILLIAMS COS,WMB,486210,N,A,R,0,0,1,4922,8,458,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,23621332.02,31.46
38703,21305,11,100,WFC,WELLS FARGO & CO NEW,WFC,522110,N,A,R,0,0,1,6021,8,467,1,0,1962-12-10,2024-12-31,1962-12-10,2024-12-31,1962-12-10,2024-12-31,281248968.0,56.0
38762,21244,11,100,NI,NISOURCE INC,NI,221118,N,A,R,0,0,1,4939,10,471,1,0,1962-12-19,2024-12-31,1962-12-19,2024-12-31,1962-12-19,2024-12-31,7161556.220000001,22.19
39490,20204,11,100,APA,A P A CORP,APA,211120,Q,A,R,60017868,24099,3,1311,13,451,1,45,1963-08-02,2024-12-31,1963-08-02,2024-12-31,1963-08-02,2024-12-31,24199981.62,63.78
39538,21168,11,100,MAT,MATTEL INC,MAT,339930,Q,A,R,60019288,25896,3,3942,11,412,1,419,1963-08-12,2024-12-31,1963-08-12,2024-12-31,1963-08-12,2024-12-31,9751552.0,28.48
39642,20284,11,100,BDX,BECTON DICKINSON & CO,BDX,339112,N,A,R,0,0,1,3841,4,456,1,0,1963-09-25,2024-12-31,1963-09-25,2024-12-31,1963-09-25,2024-12-31,34415514.93169721,161.3993909530334
40125,20493,11,100,DXC,D X C TECHNOLOGY CO,DXC,541513,N,A,R,0,0,1,7376,14,465,1,0,1964-01-22,2024-12-31,1964-01-22,2024-12-31,1964-01-22,2024-12-31,7033495.556938656,49.94848245526865
40272,20991,11,100,IFF,INTERNATIONAL FLAVORS & FRAG INC,IFF,325199,N,A,R,0,0,1,2869,10,456,1,0,1964-03-02,2024-12-31,1964-03-02,2024-12-31,1964-03-02,2024-12-31,9306110.08,117.17
40539,21949,11,100,TJX,T J X COMPANIES INC NEW,TJX,458110,N,A,R,0,0,1,5651,11,463,1,0,1964-05-12,2024-12-31,1964-05-12,2024-12-31,1964-05-12,2024-12-31,49185930.45,37.725
41080,20543,11,100,CMI,CUMMINS INC,CMI,333618,N,A,R,0,0,1,3519,6,458,1,0,1964-09-10,2024-12-31,1964-09-10,2024-12-31,1964-09-10,2024-12-31,23523160.56725,139.78999
41355,21367,11,100,PH,PARKER HANNIFIN CORP,PH,333995,N,A,R,0,0,1,3593,10,466,1,0,1964-12-09,2024-12-31,1964-12-09,2024-12-31,1964-12-09,2024-12-31,19015884.900000002,142.55
42200,20616,11,100,RVTY,REVVITY INC,RVTY,334510,N,A,R,0,0,1,3845,11,470,1,0,1965-07-06,2024-12-31,1965-07-06,2024-12-31,1965-07-06,2024-12-31,5804789.55,52.99
42585,21629,11,100,SJM,SMUCKER J M CO,SJM,311421,N,A,R,0,0,1,2033,12,444,1,0,1965-10-20,2024-12-31,1965-10-20,2024-12-31,1965-10-20,2024-12-31,15016492.98,128.97
42877,6606,11,100,JBHT,HUNT J B TRANSPORT SERVICES INC,JBHT,488510,Q,A,R,60006581,8379,3,4213,3,191,1,1678,1983-11-22,2024-12-31,1983-11-22,2024-12-31,1983-11-22,2024-12-31,10770984.85,96.77
42906,2093,11,100,HBAN,HUNTINGTON BANCSHARES INC,HBAN,522110,Q,A,R,70025504,2672,3,6020,5,293,1,1840,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,14461377.48,13.32
43123,21722,11,100,ATI,A T I INC,ATI,331210,N,A,R,0,0,1,3317,12,462,1,0,1966-05-02,2024-12-31,1966-05-02,2024-12-31,1966-05-02,2024-12-31,1775510.1,16.3
43350,21664,11,100,SWK,STANLEY BLACK & DECKER INC,SWK,332510,N,A,R,0,0,1,3429,12,460,1,0,1966-06-15,2024-12-31,1966-06-15,2024-12-31,1966-06-15,2024-12-31,17442251.75,115.75
43449,21177,11,100,MCD,MCDONALDS CORP,MCD,722511,N,A,R,0,0,1,5812,6,466,1,0,1966-07-05,2024-12-31,1966-07-05,2024-12-31,1966-07-05,2024-12-31,99337711.28,119.62
43553,21849,11,100,VFC,V F CORP,VFC,315250,N,A,R,0,0,1,2325,8,452,1,0,1966-07-25,2024-12-31,1966-07-25,2024-12-31,1966-07-25,2024-12-31,20732606.02716277,50.11374130047974
44206,21299,11,100,ES,EVERSOURCE ENERGY,ES,221210,N,A,R,60011462,0,1,4924,13,458,1,0,1967-02-20,2024-12-31,1967-02-20,2024-12-31,1967-02-20,2024-12-31,17471761.56,55.08
44329,21723,11,100,TFX,TELEFLEX INC,TFX,339112,N,A,R,0,0,1,3841,7,453,1,0,1967-04-24,2024-12-31,1967-04-24,2024-12-31,1967-04-24,2024-12-31,6998259.580000001,158.86
44601,20238,11,100,AVY,AVERY DENNISON CORP,AVY,322220,N,A,R,0,0,1,2672,10,442,1,0,1967-06-20,2024-12-31,1967-06-20,2024-12-31,1967-06-20,2024-12-31,6241898.88,70.14
44644,20235,11,100,ADP,AUTOMATIC DATA PROCESSING INC,ADP,518210,Q,A,R,60017914,24154,3,7374,10,411,1,726,1967-06-26,2024-12-31,1967-06-26,2024-12-31,1967-06-26,2024-12-31,46461150.0,103.5
45751,21158,11,100,MMC,MARSH & MCLENNAN COS INC,MMC,524210,N,A,R,0,0,1,6411,8,453,1,0,1968-02-16,2024-12-31,1968-02-16,2024-12-31,1968-02-16,2024-12-31,34993364.78,67.87
45911,20058,11,100,SWKS,SKYWORKS SOLUTIONS INC,SWKS,334413,Q,A,R,60015965,21589,3,3674,4,364,1,1890,1968-03-13,2024-12-31,1968-03-13,2024-12-31,1968-03-13,2024-12-31,13887720.000000002,75.15
46578,20463,11,100,CLX,CLOROX CO,CLX,325612,N,A,R,0,0,1,2842,3,450,1,0,1968-08-01,2024-12-31,1968-08-01,2024-12-31,1968-08-01,2024-12-31,15580598.879999999,121.02
46674,20807,11,100,GPC,GENUINE PARTS CO,GPC,423120,N,A,R,0,0,1,5013,6,453,1,0,1968-08-20,2024-12-31,1968-08-20,2024-12-31,1968-08-20,2024-12-31,14223719.309999999,95.63
46886,2551,11,100,KLAC,K L A CORP,KLAC,333310,Q,A,R,60002550,3250,3,3827,11,307,1,2141,1980-10-08,2024-12-31,1980-10-08,2024-12-31,1980-10-08,2024-12-31,12445849.889999999,79.41
47466,21280,11,100,NYT,NEW YORK TIMES CO,NYT,513110,N,A,R,0,0,1,2711,6,432,1,0,1969-01-14,2024-12-31,1969-01-14,2024-12-31,1969-01-14,2024-12-31,2155712.1999999997,13.45
47896,20436,11,100,JPM,JPMORGAN CHASE & CO,JPM,522110,N,A,R,0,0,1,6021,18,459,1,0,1969-03-05,2024-12-31,1969-03-05,2024-12-31,1969-03-05,2024-12-31,312131968.72,87.23
47941,20782,11,100,TGNA,TEGNA INC,TGNA,513110,N,A,R,0,0,1,2711,7,456,1,0,1969-03-10,2024-12-31,1969-03-10,2024-12-31,1969-03-10,2024-12-31,2900367.420476903,13.526760566918217
48486,7013,11,100,LRCX,LAM RESH CORP,LRCX,334413,Q,A,R,60006983,9016,3,3559,8,291,1,2101,1984-05-04,2024-12-31,1984-05-04,2024-12-31,1984-05-04,2024-12-31,17414411.82,10.726
48506,20610,11,100,MCO,MOODYS CORP,MCO,561450,N,A,R,0,0,1,7323,13,453,1,0,1969-06-12,2024-12-31,1969-06-12,2024-12-31,1969-06-12,2024-12-31,18253864.0,95.47
48653,20950,11,100,HUM,HUMANA INC,HUM,524114,N,A,R,0,0,1,6321,7,456,1,0,1969-07-02,2024-12-31,1969-07-02,2024-12-31,1969-07-02,2024-12-31,29463848.610000003,197.61
48725,21810,11,100,UNP,UNION PACIFIC CORP,UNP,482111,N,A,R,0,0,1,4011,5,450,1,0,1969-07-16,2024-12-31,1969-07-16,2024-12-31,1969-07-16,2024-12-31,84487962.24,102.52
49015,21105,11,100,LNC,LINCOLN NATIONAL CORP,LNC,524113,N,A,R,0,0,1,6311,6,445,1,0,1969-08-20,2024-12-31,1969-08-20,2024-12-31,1969-08-20,2024-12-31,15292949.6,66.91
49154,20561,11,100,TGT,TARGET CORP,TGT,455219,N,A,R,0,0,1,5331,6,447,1,0,1969-09-08,2024-12-31,1969-09-08,2024-12-31,1969-09-08,2024-12-31,40863311.25,72.75
49373,20309,11,100,HRB,BLOCK H & R INC,HRB,541213,N,A,R,0,0,1,7291,6,443,1,0,1969-10-13,2024-12-31,1969-10-13,2024-12-31,1969-10-13,2024-12-31,4745050.47,22.91
49429,20584,11,100,DDS,DILLARDS INC,DDS,455110,N,A,R,0,0,1,5311,11,434,1,0,1969-10-27,2024-12-31,1969-10-27,2024-12-31,1969-10-27,2024-12-31,1813765.64,61.72
49656,20265,11,100,BK,BANK OF NEW YORK MELLON CORP,BK,522110,N,A,R,0,0,1,6022,4,447,1,0,1969-12-04,2024-12-31,1969-12-04,2024-12-31,1969-12-04,2024-12-31,50709882.52,47.96
49680,20557,11,100,DHR,DANAHER CORP,DHR,334519,N,A,R,0,0,1,3829,10,441,1,0,1969-12-10,2024-12-31,1969-12-10,2024-12-31,1969-12-10,2024-12-31,48106314.61394293,69.54774543653615
50017,2706,11,100,RRC,RANGE RESOURCES CORP,RRC,211120,N,A,R,60002705,3451,1,1311,14,408,1,204,1980-06-19,2024-12-31,1980-06-19,2024-12-31,1980-06-19,2024-12-31,8056927.0,32.6
50286,21090,11,100,LEE,LEE ENTERPRISES INC,LEE,513110,Q,A,R,60019214,25801,3,2711,7,435,1,199,1970-03-17,2024-12-31,1970-03-17,2024-12-31,1970-03-17,2024-12-31,158354.55000000002,28.5
50876,21102,11,100,LLY,LILLY ELI & CO,LLY,325412,N,A,R,0,0,1,2834,3,449,1,0,1970-07-09,2024-12-31,1970-07-09,2024-12-31,1970-07-09,2024-12-31,82354520.8,74.6
51263,2767,11,100,MTW,MANITOWOC CO INC,MTW,333924,N,A,R,60002766,3523,1,3537,10,451,1,204,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,821530.24,23.68
51369,21731,11,100,TER,TERADYNE INC,TER,334515,Q,A,R,60020243,27080,3,3825,6,423,1,117,1970-10-19,2024-12-31,1970-10-19,2024-12-31,1970-10-19,2024-12-31,5107014.359999999,25.38
51625,21599,11,100,SCI,SERVICE CORP INTERNATIONAL,SCI,812210,N,A,R,0,0,1,7261,7,446,1,0,1970-12-07,2024-12-31,1970-12-07,2024-12-31,1970-12-07,2024-12-31,5487988.09,28.81
52038,21698,11,100,SYY,SYSCO CORP,SYY,424490,N,A,R,0,0,1,5149,9,458,1,0,1971-02-26,2024-12-31,1971-02-26,2024-12-31,1971-02-26,2024-12-31,30081205.0,55.0
52230,469,11,100,RHI,ROBERT HALF INC,RHI,561320,N,A,R,60000468,621,1,7363,15,454,1,84,1971-04-15,2024-12-31,1971-04-15,2024-12-31,1971-04-15,2024-12-31,6413367.359999999,49.76
52329,21011,11,100,J,JACOBS SOLUTIONS INC,J,541330,N,A,R,0,0,1,8711,7,451,1,0,1971-04-27,2024-12-31,1971-04-27,2024-12-31,1971-04-27,2024-12-31,5637378.035913865,46.65545010273827
52337,21258,11,100,THC,TENET HEALTHCARE CORP,THC,622110,N,A,R,0,0,1,8062,8,459,1,0,1971-04-28,2024-12-31,1971-04-28,2024-12-31,1971-04-28,2024-12-31,1534394.4000000001,15.4
52476,20659,11,100,EFX,EQUIFAX INC,EFX,561499,N,A,R,0,0,1,7389,6,438,1,0,1971-05-11,2024-12-31,1971-05-11,2024-12-31,1971-05-11,2024-12-31,14222816.360000001,118.76
52695,20841,11,100,GWW,GRAINGER W W INC,GWW,423840,N,A,R,0,0,1,5085,10,455,1,0,1971-06-23,2024-12-31,1971-06-23,2024-12-31,1971-06-23,2024-12-31,13966186.5,234.45
52708,21095,11,100,LEN,LENNAR CORP,LEN,236117,N,A,R,0,0,1,1531,10,449,1,0,1971-06-23,2024-12-31,1971-06-23,2024-12-31,1971-06-23,2024-12-31,8293381.347173696,42.20550303905189
52978,20887,11,100,HAS,HASBRO INC,HAS,339930,Q,A,R,60016391,22076,3,3944,8,404,1,396,1971-08-11,2024-12-31,1971-08-11,2024-12-31,1971-08-11,2024-12-31,9934062.6,79.8
53065,20997,11,100,IPG,INTERPUBLIC GROUP COS INC,IPG,541810,N,A,R,0,0,1,7311,3,450,1,0,1971-08-23,2024-12-31,1971-08-23,2024-12-31,1971-08-23,2024-12-31,9333705.100000001,23.51
53225,21888,11,100,GHC,GRAHAM HOLDINGS CO,GHC,611699,N,A,R,0,0,1,8299,8,427,1,0,1971-09-15,2024-12-31,1971-09-15,2024-12-31,1971-09-15,2024-12-31,2434739.9069999997,523.59998
53613,7065,11,100,MU,MICRON TECHNOLOGY INC,MU,334413,Q,A,R,60019448,26077,3,3674,8,380,1,1109,1984-06-01,2024-12-31,1984-06-01,2024-12-31,1984-06-01,2024-12-31,24867057.6,22.55
54148,21349,11,100,PHM,PULTE GROUP INC,PHM,236117,N,A,R,0,0,1,1531,10,447,1,0,1972-02-07,2024-12-31,1972-02-07,2024-12-31,1972-02-07,2024-12-31,6135227.0,18.55
55976,21880,11,100,WMT,WALMART INC,WMT,455110,N,A,R,0,0,1,5311,8,452,1,0,1972-11-20,2024-12-31,1972-11-20,2024-12-31,1972-11-20,2024-12-31,211005225.40000004,22.886666666666667
56223,21121,11,100,LPX,LOUISIANA PACIFIC CORP,LPX,321113,N,A,R,0,0,1,2421,9,467,1,0,1972-12-29,2024-12-31,1972-12-29,2024-12-31,1972-12-29,2024-12-31,2780498.75,19.55
56274,20495,11,100,CAG,CONAGRA BRANDS INC,CAG,311412,N,A,R,0,0,1,2038,13,462,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,17405735.2,39.76
56573,20968,11,100,ITW,ILLINOIS TOOL WORKS INC,ITW,333248,N,A,R,0,0,1,3559,10,445,1,0,1973-03-13,2024-12-31,1973-03-13,2024-12-31,1973-03-13,2024-12-31,43005132.6,122.52
57568,20257,11,100,BALL,BALL CORP,BALL,332431,N,A,R,0,0,1,3411,6,453,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,13241554.5,37.875
